Name EN,Name ZH
Sutte Hakkun (Japan),抢救彩虹
Suzuka 8 Hours (Japan) (En),8小时机车赛
Suzuka 8 Hours (USA),8小时机车赛
Suzuki Aguri no F-1 Super Driving (Japan) (En),铃木F1超级赛车
SWAT Kats - The Radical Squadron (USA),特警先锋猫
Sword Maniac (Japan),剑狂
Sword World SFC (Japan),剑王之王
Sword World SFC 2 - Inishie no Kyojin Densetsu (Japan),剑王之王2
"Syndicate (Europe) (En,Fr,De)",企业联合
Syndicate (Japan),企业联合
Syndicate (USA),企业联合
Syvalion (Europe),天圣龙
Syvalion (Japan),天圣龙
T2 - The Arcade Game (Europe),魔鬼终结者机台版
T2 - The Arcade Game (Japan),魔鬼终结者机台版
T2 - The Arcade Game (USA),魔鬼终结者机台版
Table Game Daishuugou!! (Japan),桌上游戏集锦
Tactical Soccer (Japan),策略足球
Tactics Ogre - Let Us Cling Together (Japan),皇家骑士团2
Tactics Ogre - Let Us Cling Together (Japan) (Rev 1),皇家骑士团2
Tactics Ogre - Let Us Cling Together (Japan) (Rev 2) (NP),皇家骑士团2
Tadaima Yuusha Boshuuchuu Okawari (Japan),勇者募集中
"Taekwon-Do (Japan) (Ja,Ko)",跆拳道
Taekwon-Do (Korea),跆拳道
Taiketsu!! Brass Numbers (Japan),对决!!黄金决战
Taikou Risshiden (Japan),太阁立志传
Taikyoku Igo - Goliath (Japan),对局定碁
Taikyoku Igo - Idaten (Japan),对局定碁-韦驮天
Takahashi Meijin no Daibouken-jima (Japan) (En),高桥名人的冒险岛
Takahashi Meijin no Daibouken-jima II (Japan),高桥名人的冒险岛II
Take Yutaka GI Memory (Japan),武丰G1赛马
Takeda Nobuhiro no Super Cup Soccer (Japan),武田修宏的超级联盟足球
Takeda Nobuhiro no Super League Soccer (Japan),武田修宏的超级联赛足球
Takemiya Masaki Kudan no Igo Taishou (Japan),武宫正树九段围棋大将
Tales of Phantasia (Japan),幻想传说
Tamagotch Town (Japan) (NP),宠物蛋小镇
Tarot Mystery (Japan),塔罗牌之谜
Tatakae Genshijin 2 - Rookie no Bouken (Japan) (En),战斗原始人2-新手的冒险
Tatakae Genshijin 3 - Shuyaku wa Yappari Joe & Mac (Japan),战斗原始人3-乔与麦克
Taz-Mania (Europe),躁狂塔斯
Taz-Mania (USA),躁狂塔斯
Taz-Mania (USA) (Rev 1),躁狂塔斯
Tecmo Secret of the Stars (USA),Tecmo星际之谜
Tecmo Super Baseball (Japan) (En),Tecmo超级棒球
Tecmo Super Baseball (USA),Tecmo超级棒球
Tecmo Super Bowl (Japan) (En),Tecmo超级碗
Tecmo Super Bowl (USA),Tecmo超级碗
Tecmo Super Bowl II - Special Edition (Japan) (En),Tecmo超级碗II-特别版
Tecmo Super Bowl II - Special Edition (USA),Tecmo超级碗II-特别版
Tecmo Super Bowl III - Final Edition (Japan) (En),Tecmo超级碗III-最终版
Tecmo Super Bowl III - Final Edition (USA),Tecmo超级碗III-最终版
Tecmo Super NBA Basketball (Australia),Tecmo超级NBA篮球
Tecmo Super NBA Basketball (Europe),Tecmo超级NBA篮球
Todd McFarlane's Spawn - The Video Game (Europe),托德·麦克法兰的再生侠
Todd McFarlane's Spawn - The Video Game (USA),托德·麦克法兰的再生侠
ActRaiser (USA) (Arcade),雷莎出击
ActRaiser (Japan) (Virtual Console),雷莎出击
"Addams Family, The (USA) (Arcade)",阿达一族
Akagawa Jirou - Majotachi no Nemuri (Japan) (Rev 1),赤川次郎-魔女之眠
Akumajou Dracula (Japan) (Castlevania Anniversary Collection),恶魔城
Akumajou Dracula (Japan) (Virtual Console),恶魔城
Albert Odyssey (Japan) (Rev 1),英雄圣战
Alien 3 (USA) (Rev 1),异形3
Aretha (Japan) (Rev 1) (NP),阿蕾莎
"Atlas, The - Renaissance Voyager (Japan) (Rev 1) (NP)",佛罗伦斯航海者
Bahamut Lagoon (Japan) (Virtual Console),神龙骑兵
Batman Forever (USA) (Rev 1),永远的蝙蝠侠
Battle Robot Retsuden (Japan) (Rev 1),战斗机器人
Blanco World Class Rugby (France) (En),布兰科世界级橄榄球
"Breath of Fire (USA, Europe) (Switch Online)",龙战士
Breath of Fire - Ryuu no Senshi (Japan) (Rev 1),龙战士
Breath of Fire - Ryuu no Senshi (Japan) (Rev 1) (Switch Online),龙战士
"Breath of Fire II (USA, Europe) (Virtual Console, Switch Online)",龙战士2
"Breath of Fire II - Shimei no Ko (Japan) (Rev 1) (Virtual Console, Switch Online)",龙战士2-使命之子
Burn-in - Test Cartridge (USA) (Rev D),烧录测试卡带
Cassette Kensaki - NUS-you S Cassette (Japan) (En),盒带检测-NUS-youS盒带
"Chou Makaimura (Japan) (Virtual Console, Switch Online)",超魔界村
Contra III - The Alien Wars (USA) (Virtual Console),魂斗罗3
Contra III - The Alien Wars (World) (Contra Anniversary Collection),魂斗罗3
CX4 (World) (Enhancement Chip),CX4
Dai-3-ji Super Robot Taisen (Japan) (Rev 3),第三次超级机器人大战
Daibakushou Jinsei Gekijou - Zukkoke Salaryman Hen (Japan) (Rev 1) (NP),人生剧场-大江户日记
David Crane's Amazing Tennis (USA) (Arcade),大卫克拉尼网球
"Death and Return of Superman, The (USA) (Rev 1)",超人-死里逢生
Demon's Blazon - Makaimura Monshou Hen (Japan) (Switch Online),魔界村外传-纹章篇
"Demon's Crest (USA, Europe) (Switch Online)",魔界村外传-纹章篇
Derby Jockey 2 (Japan) (Rev 1),德贝赛马2
Derby Stallion III (Japan) (Rev 1),德贝育马3
Dokapon 3-2-1 - Arashi o Yobu Yuujou (Japan) (Rev 1),多卡波王国3.2.1
"Donkey Kong Country (USA, Europe) (Rev 2) (Virtual Console, Classic Mini, Switch Online)",超级大金刚
"Donkey Kong Country 2 - Diddy's Kong Quest (Europe) (En,Fr) (Rev 1) (Virtual Console)",超级大金刚2
"Donkey Kong Country 2 - Diddy's Kong Quest (Germany) (En,De) (Rev 1) (Virtual Console)",超级大金刚2
"Donkey Kong Country 2 - Diddy's Kong Quest (USA) (En,Fr) (Rev 1) (Virtual Console)",超级大金刚2
"Donkey Kong Country 2 - Diddy's Kong Quest (USA, Europe) (En,Fr) (Rev 1) (Switch Online)",超级大金刚2
Doraemon - Nobita to Yousei no Kuni (Japan) (Rev 1),哆啦A梦-大雄与妖精王国
DSP1 (World) (Enhancement Chip),DSP1
DSP1 B (World) (Enhancement Chip),DSP1B
DSP2 (World) (Enhancement Chip),DSP2
DSP3 (Japan) (Enhancement Chip),DSP3
DSP4 (World) (Enhancement Chip),DSP4
"Earth Defense Force (USA, Europe) (Switch Online)",地球防卫队
Estpolis Denki (Japan) (Rev 1),四狂神战记
"F-Zero (Japan) (En) (Virtual Console, Switch Online)",F零式赛车
"F-Zero (USA, Europe) (Virtual Console, Classic Mini, Switch Online)",F零式赛车
Famicom Bunko - Hajimari no Mori (Japan) (Virtual Console),任天堂文库-起始之森
"FIFA - A Caminho Da Copa 98 (Brazil) (En,Fr,De,Es,It,Sv)",FIFA-世界杯之路'98
"FIFA - Road to World Cup 98 (Europe) (En,Fr,De,Es,It,Sv) (A8FP)",FIFA-世界杯之路'98
"Final Fantasy II (USA, Europe) (Rev 1) (Virtual Console)",最终幻想2
Final Fantasy IV (Japan) (Rev 1) (Virtual Console),最终幻想4
Final Fight (Europe) (Virtual Console),快打旋风
Final Fight (Japan) (Virtual Console),快打旋风
Final Fight (USA) (Virtual Console),快打旋风
Final Fight 2 (Europe) (Virtual Console),快打旋风2
Final Fight 2 (USA) (Virtual Console),快打旋风2
Final Fight 3 (USA) (Virtual Console),快打旋风3
Final Fight Tough (Japan) (Virtual Console),快打旋风3
From TV Animation Slam Dunk - Yonkyou Gekitotsu!! (Japan) (Rev 1),灌篮高手-四强激战
Fushigi no Dungeon 2 - Fuurai no Shiren (Japan) (Rev 1) (Virtual Console),不可思议的迷宫2-风来的西林
Gakkou de Atta Kowai Hanashi (Japan) (Rev 1),学校怪谈
Ganbare Goemon - Yuki Hime Kyuushutsu Emaki (Japan) (Rev 1),大盗伍佑卫门
Ganbare Goemon - Yuki Hime Kyuushutsu Emaki (Japan) (Rev 2) (Virtual Console),大盗伍佑卫门
Ganbare Goemon 2 - Kiteretsu Shougun Magginesu (Japan) (Virtual Console),大盗伍佑卫门2
Ganbare Goemon 3 - Shishi Juurokubee no Karakuri Manjigatame (Japan) (Rev 2),大盗伍佑卫门3
Ganbare Goemon 3 - Shishi Juurokubee no Karakuri Manjigatame (Japan) (Rev 1),大盗伍佑卫门3
Ganbare Goemon 3 - Shishi Juurokubee no Karakuri Manjigatame (Japan) (Rev 2) (Virtual Console),大盗伍佑卫门3
Ganbare Goemon Kirakira Douchuu - Boku ga Dancer ni Natta Wake (Japan) (Rev 1),大盗伍佑卫门4
Gerry Anderson's Thunderbirds - Kokusai Kyuujotai Shutsudou Seyo!! (Japan),雷鸟神机队-国际救助队出击
Gindama Oyakata no Pachinko Hisshouhou (Japan) (Rev 1),柏青哥必胜法
Gojira - Kaijuu Daikessen (Japan) (Rev 1),哥吉拉-怪兽大决战
Gourmet Warriors (World) (Piko Interactive),美食战士
Granhistoria - Genshi Sekaiki (Japan) (Rev 1),幻史世界记
Heracles no Eikou IV - Kamigami kara no Okurimono (Japan) (Virtual Console),斗人魔境传4
Hoshi no Kirby Super Deluxe (Japan) (Rev 1),星之卡比-超级豪华版
Igo Club (Japan) (Rev 2),围棋俱乐部
"Irem Skins Game, The (USA) (Arcade)",Irem高尔夫
Iron Commando (World) (Piko Interactive),钢铁战士
Jaleco Rally Big Run - The Supreme 4WD Challenge (Japan) (En) (Rev 1),大跑者越野赛车
Jikkyou Powerful Pro Yakyuu 2 (Japan) (Rev 2),实况野球2
Jikkyou Powerful Pro Yakyuu 3 (Japan) (Rev 1),实况野球3
Jikkyou World Soccer 2 - Fighting Eleven (Japan) (Rev 1) (NP),实况世界足球2
Jim Power - The Lost Dimension in 3D (World) (Piko Interactive),吉姆大展神威
Jim Power - The Lost Dimension in 3D (World) (Piko Interactive) (Enhanced),吉姆大展神威
Jissen! Pachi-Slot Hisshouhou! 2 (Japan) (Rev 1),真实老虎机必胜法2
JRA PAT (Japan) (TJCJ),日本赛马协会PAT
Kaizou Choujin Shubibinman Zero (Japan),改造人Zero
Kamen Rider (Japan) (Rev 1),假面骑士
Ken Griffey Jr. Presents Major League Baseball (USA) (Rev 1),小葛瑞非棒球
"Kirby Bowl (Japan) (Virtual Console, Switch Online)",卡比滚球
Kirby's Dream Course (Europe) (Virtual Console),卡比滚球
"Kirby's Dream Course (USA, Europe) (Virtual Console, Switch Online)",卡比滚球
Kouryuu Densetsu Villgust - Kieta Shoujo (Japan) (Rev 1),甲龙传说
Koutetsu no Kishi 3 - Gekitotsu Europe Sensen (Japan) (Rev 1),钢铁之骑士3
Kyuuyaku Megami Tensei (Japan) (Rev 1),旧约女神转生
Legend (World) (Piko Interactive),传说战士
"Legend of the Mystical Ninja, The (USA) (Virtual Console)",大盗伍佑卫门
"Legend of Zelda, The - A Link to the Past (USA, Europe) (Switch Online)",塞尔达传说-众灵的三角力量
Lethal Weapon (USA) (Arcade),致命武器
Lord Monarch (Japan) (Rev 1) (NP),领土统治战
Magical Drop 2 (Japan) (Bunka Housou Special Version),魔法堆球2
"Magical Quest Starring Mickey Mouse, The (USA) (Rev 1)",米老鼠大冒险
Mahjong Taikai II (Japan) (Rev 1),麻雀大会2
Mario's Super Picross (Europe) (Ja) (Virtual Console),马力欧的超级绘图方块
MechWarrior (Italy),机甲战记
"Monopoly Game 2, The (Japan) (Rev 1)",大富翁2
Mortal Kombat (USA) (Rev 1),真人快打
NCAA Basketball (USA) (Arcade),美国大学篮球
New Horizons (USA),新地平线
NHL 97 (USA) (Rev 1),NHL冰上曲棍球'97
NHLPA Hockey 93 (USA) (Rev 1),NHL-PA冰棍赛'93
Nobunaga no Yabou - Tenshouki (Japan) (Rev 1),信长之野望-天翔记
NTF 2.5 Test Cartridge (USA) (Rev A),NTF2.5测试卡带？
Numbers Paradise (Japan) (Rev 1),猜数字大赛
"Ogre Battle - The March of the Black Queen (USA, Europe) (Virtual Console)",皇家骑士团
Pachinko Fan - Shouri Sengen (Japan) (Rev 1),柏青哥迷-胜利宣言
"Panel de Pon (World) (Ja) (Rev 1) (Virtual Console, Switch Online)",花仙子方块
PGA Tour 96 (USA) (Rev 1),PGA高尔夫公开赛'96
PGA Tour Golf (USA) (Rev 1),PGA高尔夫公开赛
Picross NP Vol. 1 (Japan) (Rev 1) (NP),任天堂逻辑绘图1
Picross NP Vol. 3 (Japan) (Rev 1) (NP),任天堂逻辑绘图3
Picross NP Vol. 4 (Japan) (Rev 1) (NP),任天堂逻辑绘图4
Picross NP Vol. 5 (Japan) (Rev 1) (NP),任天堂逻辑绘图5
Picross NP Vol. 6 (Japan) (Rev 1) (NP),任天堂逻辑绘图6
Picross NP Vol. 7 (Japan) (Rev 1) (NP),任天堂逻辑绘图7
Picross NP Vol. 8 (Japan) (Rev 1) (NP),任天堂逻辑绘图8
"Pop'n TwinBee (USA, Europe) (Switch Online)",兵蜂
PowerFest 94 (USA) (Competition Cart),PowerFest94？
Pro Mahjong Kiwame (Japan) (Rev 1),极麻雀
Puzzle Bobble - Bust-A-Move (Europe) (Rev 1),泡泡龙-爆破移位
R-Type III (Europe) (Virtual Console),异形战机3
R-Type III (USA) (Virtual Console),异形战机3
R-Type III - The Third Lightning (Japan) (En) (Virtual Console),异形战机3-第三闪电
RoboCop 3 (USA) (Arcade),机器战警3
Romancing Sa-Ga (Japan) (Rev 1) (Virtual Console),浪漫沙加
Ryuuko no Ken (Japan) (Rev 1),龙虎之拳
Sangokushi Eiketsuden (Japan) (Rev 1),三国志英杰传
Sangokushi III (Japan) (Rev 2),三国志3
Sangokushi IV (Japan) (Rev 1),三国志4
SD The Great Battle - Aratanaru Chousen (Japan) (Rev 1),SD英雄大战
Secret of Evermore (Spain) (Rev 2),永远的神秘
Secret of Mana (World) (Fr) (Rev 1) (Collection of Mana),圣剑传说2
Secret of Mana (World) (De) (Collection of Mana),圣剑传说2
Secret of Mana (USA) (Virtual Console),圣剑传说2
Seiken Densetsu 2 (Japan) (Rev 1) (Virtual Console),圣剑传说2
Seiken Densetsu 2 (Japan) (Rev 1) (Seiken Densetsu Collection),圣剑传说2
Seiken Densetsu 3 (Japan) (Seiken Densetsu Collection),圣剑传说3
Shin Megami Tensei if... (Japan) (Rev 1),真女神转生if
Shin Megami Tensei II (Japan) (Rev 2),真女神转生2
Shin Megami Tensei II (Japan) (Rev 1),真女神转生2
Shin Momotarou Densetsu (Japan) (Rev 1),新桃太郎传说
Shinchou Kouki (Japan) (Rev 1),信长公记
"Shinri Game 2, The - Magical Trip (Japan) (Rev 1)",心理游戏2
Shodai Nekketsu Kouha Kunio-kun (Japan) (Rev 1),热血硬派国夫君
SimEarth - The Living Planet (Japan) (Rev 1),模拟地球
"ST010 (Japan, USA) (Enhancement Chip)",ST010
ST011 (Japan) (Enhancement Chip),ST011
ST018 (Japan) (Enhancement Chip),ST018
Star Fox (Japan) (Rev 1),星际火狐
Star Fox (USA) (Rev 1),星际火狐
"Star Fox 2 (USA, Europe) (Classic Mini, Switch Online)",星战火狐2
"Star Fox 2 (Japan) (Classic Mini, Switch Online)",星战火狐2
Street Fighter II (Europe) (Virtual Console),街头霸王2
Street Fighter II (Japan) (Virtual Console),街头霸王2
Street Fighter II (USA) (Virtual Console),街头霸王2
Street Fighter II Turbo (USA) (Rev 1),街头霸王2-加强版
Street Fighter II Turbo (Japan) (Rev 1) (Virtual Console),街头霸王2-加强版
Street Fighter II Turbo (Europe) (Rev 1) (Virtual Console),街头霸王2-加强版
Street Fighter II Turbo (USA) (Rev 1) (Virtual Console),街头霸王2-加强版
Super Castlevania IV (USA) (Castlevania Anniversary Collection),超级恶魔城4
Super Castlevania IV (Europe) (Virtual Console),超级恶魔城4
Super Castlevania IV (USA) (Virtual Console),超级恶魔城4
Super Daikoukai Jidai (Japan) (Rev 1),超级大航海时代
"Super Donkey Kong (Japan) (Rev 1) (Virtual Console, Classic Mini, Switch Online)",超级大金刚
Super Donkey Kong 2 - Dixie & Diddy (Japan) (Rev 1) (Virtual Console),超级大金刚2
Super E.D.F. (Japan) (En) (Switch Online),超级E.D.F
Super Famicom Box 4S Attraction (Japan),超级任天堂4S套装？
Super Game Boy 2 SGB2-CPU (Japan) (Enhancement Chip),超级Game Boy2 SGB2-CPU？
Super Game Boy SGB-CPU (World) (Enhancement Chip),超级Game Boy SGB-CPU？
"Super Ghouls 'N Ghosts (USA, Europe) (Virtual Console, Classic Mini, Switch Online)",超魔界村
Super Jinsei Game 2 (Japan) (Rev 2),超级人生游戏2
Super Jinsei Game 2 (Japan) (Rev 1),超级人生游戏2
Super Jinsei Game 3 (Japan) (Rev 1),超级人生游戏3
Super Mahjong Taikai (Japan) (Rev 5),超级麻将大会
Super Mahjong Taikai (Japan) (Rev 2),超级麻将大会
Super Mario All-Stars (Europe) (Wii),超级马里奥全明星
Super Mario All-Stars (USA) (Wii),超级马里奥全明星
"Super Mario All-Stars (USA, Europe) (Switch Online)",超级马里奥全明星
Super Mario Collection (Japan) (Rev 1) (Wii),超级马里奥合集
Super Mario Collection (Japan) (Rev 1) (Switch Online),超级马里奥合集
Super Mario RPG (Japan) (Virtual Console),超级马里奥RPG
"Super Mario RPG - Legend of the Seven Stars (USA, Europe) (Virtual Console)",超级马里奥RPG-七星传说
Super Mario World (Japan) (En) (Arcade) [b],超级马里奥世界
"Super Mario World (USA, Europe) (Virtual Console, Classic Mini, Switch Online)",超级马里奥世界
"Super Mario World - Super Mario Bros. 4 (Japan) (Classic Mini, Switch Online)",超级马里奥世界-超级马里奥兄弟4
"Super Mario World 2 - Yoshi's Island (Europe) (En,Fr,De) (Rev 2)",超级马里奥世界2-耀西岛
"Super Metroid (Japan) (En,Ja) (Virtual Console, Switch Online)",超级银河战士
"Super Metroid (USA, Europe) (En,Ja) (Virtual Console, Classic Mini, Switch Online)",超级银河战士
Super Nobunaga no Yabou - Zenkoku Ban (Japan) (Rev 1),超级信长之野望-全国版
Super Okumanchouja Game (Japan) (Rev 1),超级亿万长者游戏
Super Probotector - Alien Rebels (Europe) (Virtual Console),超级魂斗罗
Super Probotector - Alien Rebels (World) (Contra Anniversary Collection),超级魂斗罗
Super Punch-Out!! (World) (GameCube),技术击倒
"Super Puyo Puyo 2 (USA, Europe) (Ja) (Switch Online)",魔法气泡2
Super Shanghai - Dragon's Eye (Japan) (Activision),超级上海-龙之眼
Super Shougi (Japan) (Rev 1),超级将棋
Super Soccer (USA) (Arcade),超级足球
Super Street Fighter II (USA) (Rev 1),超级街头霸王II
Super Street Fighter II (Europe) (Virtual Console),超级街头霸王II
Super Street Fighter II (USA) (Rev 1) (Virtual Console),超级街头霸王II
Super Street Fighter II - The New Challengers (Japan) (Virtual Console),超级街头霸王2
Super Tennis (USA) (Arcade),超级网球
Super Turrican (Europe) (Virtual Console),超级战士
Super Turrican (USA) (Virtual Console),超级战士
Sword World SFC 2 - Inishie no Kyojin Densetsu (Japan) (Rev 1),剑王之王2
Tactics Ogre - Let Us Cling Together (Japan) (Rev 1) (Virtual Console),皇家骑士团2
Tecmo Super NBA Basketball (Japan) (En),Tecmo超级NBA篮球
Tecmo Super NBA Basketball (Japan) (En) (Rev 1),Tecmo超级NBA篮球
Tecmo Super NBA Basketball (USA) (SNS-XM),Tecmo超级NBA篮球
Tecmo Super NBA Basketball (USA) (SNS-NA),Tecmo超级NBA篮球
Teenage Mutant Hero Turtles - Tournament Fighters (Europe),忍者神龟-锦标赛战士
Teenage Mutant Hero Turtles IV - Turtles in Time (Europe),忍者神龟4-时空神龟
Teenage Mutant Ninja Turtles - Mutant Warriors (Japan),忍者神龟-变异战士
Teenage Mutant Ninja Turtles - Tournament Fighters (Australia),忍者神龟-锦标赛战士
Teenage Mutant Ninja Turtles - Tournament Fighters (USA),忍者神龟-锦标赛战士
Teenage Mutant Ninja Turtles - Turtles in Time (Japan),忍者神龟-时空神龟
Teenage Mutant Ninja Turtles IV - Turtles in Time (Australia),忍者神龟4-时空神龟
Teenage Mutant Ninja Turtles IV - Turtles in Time (USA),忍者神龟4-时空神龟
Teitoku no Ketsudan (Japan),提督的决断
Teitoku no Ketsudan (Japan) (Rev 1),提督的决断
Teitoku no Ketsudan II (Japan),提督的决断II
Teitoku no Ketsudan II (Japan) (Rev 1),提督的决断II
Tekichuu Keiba Juku (Japan),特中竞马塾
Tenchi Muyou! - Game Hen (Japan),天地无用-游戏篇
Tenchi o Kurau - Sangokushi Gunyuuden (Japan),吞食天地-三国群雄传
Tenchi Souzou (Japan),天地创造
Tengai Makyou Zero (Japan),天外魔境ZERO
Tengai Makyou Zero (Japan) (Shounen Jump no Shou),天外魔境ZERO
Tenryuu Genichirou no Pro Wres Revolution (Japan),天龙源京一郎的职业摔角革命
Tenshi no Uta - Shiroki Tsubasa no Inori (Japan),天使之诗
Terminator 2 - Judgment Day (Europe),魔鬼终结者2-审判日
Terminator 2 - Judgment Day (USA),魔鬼终结者2-审判日
"Terminator, The (Europe)",魔鬼终结者
"Terminator, The (USA)",魔鬼终结者
Terranigma (Europe),天地创造
Terranigma (France),天地创造
Terranigma (Germany),天地创造
Terranigma (Germany) (Rev 1),天地创造
Terranigma (Spain),天地创造
Tetris & Dr. Mario (Europe),俄罗斯方块+马里奥医生
Tetris & Dr. Mario (USA),俄罗斯方块+马里奥医生
Tetris 2 (Europe),俄罗斯闪光方块2
Tetris 2 (USA),俄罗斯闪光方块2
Tetris 2 (USA) (Rev 1),俄罗斯闪光方块2
"Tetris Attack (Europe) (En,Ja)",耀西俄罗斯方块
"Tetris Attack (USA) (En,Ja)",耀西俄罗斯方块
Tetris Battle Gaiden (Japan),俄罗斯武斗外传
Tetris Flash (Japan) (En),俄罗斯闪光方块
Tetsuwan Atom (Japan),原子小金刚
"Theme Park (Europe) (En,Fr,De)",主题乐园
Theme Park (Japan),主题乐园
Thomas the Tank Engine & Friends (Europe),汤玛斯幼儿教育
Thomas the Tank Engine & Friends (USA),汤玛斯幼儿教育
Thoroughbred Breeder (Japan),育马物语
Thoroughbred Breeder II (Japan),育马物语2
Thoroughbred Breeder III (Japan),育马物语3
Thunder Spirits (Japan) (En),闪电出击
Thunder Spirits (USA),闪电出击
"Tick, The (USA)",超级蜱人
Time Trax (Europe),时空迷返
Time Trax (USA),时空迷返
Timecop (Europe),时空战警
Timecop (Japan),时空战警
Timecop (USA),时空战警
Timeslip (Europe),错乱时空
Timeslip (USA),错乱时空
Timon & Pumbaa's Jungle Games (Europe),提马与彭彭
Timon & Pumbaa's Jungle Games (USA),提马与彭彭
Tin Star (USA),锡星
Tinhead (World) (QUByte Classics),铁头战士
"Tintin in Tibet (Europe) (En,Fr,De,Nl)",丁丁在西藏
"Tintin in Tibet (Europe) (En,Es,Sv)",丁丁在西藏
Tiny Toon Adventures (Japan),兔宝宝历险记
Tiny Toon Adventures (Japan) (Rev 1),兔宝宝历险记
Tiny Toon Adventures - Buster Busts Loose! (Europe),兔宝宝大冒险
Tiny Toon Adventures - Buster Busts Loose! (Spain),兔宝宝大冒险
Tiny Toon Adventures - Buster Busts Loose! (USA),兔宝宝大冒险
Tiny Toon Adventures - Dotabata Daiundoukai (Japan),兔宝宝大运动会
Tiny Toon Adventures - Wacky Sports Challenge (USA),兔宝宝历险记-疯狂体育挑战
Tiny Toon Adventures - Wild & Wacky Sports (Europe),兔宝宝大运动会
Tiny Toon Adventures - Wild & Wacky Sports (Europe) (Rev 1),兔宝宝大运动会
TKO Super Championship Boxing (Europe),技术击倒超级冠军拳击
TKO Super Championship Boxing (USA),技术击倒超级冠军拳击
TNN Bass Tournament of Champions (USA),TNN巴斯锦标赛的冠军
Tokimeki Memorial - Densetsu no Ki no Shita de (Japan),纯爱手札
Tokimeki Memorial - Densetsu no Ki no Shita de (Japan) (Rev 1),纯爱手札
Tokoro's Mahjong (Japan),塔库罗麻将
Tom and Jerry (Europe),猫和老鼠
Tom and Jerry (USA),猫和老鼠
Tom to Jerry (Japan),猫和老鼠
Tommy Moe's Winter Extreme - Skiing and Snowboarding (USA),瓦乐滑雪冠军赛
Tony Meola's Sidekicks Soccer (USA),汤尼角落发球足球
Top Gear (Europe),超越颠峰
Top Gear (USA),超越颠峰
Top Gear 2 (Europe),超越颠峰2
Top Gear 2 (USA),超越颠峰2
Top Gear 3000 (Europe),超越颠峰3000
Top Gear 3000 (USA),超越颠峰3000
Top Management II (Japan),顶尖上班族2
Top Racer (Japan) (En),超越颠峰
Top Racer 2 (Japan) (En),超越颠峰2
Toride (Japan),牌岩
Torneko no Daibouken - Fushigi no Dungeon (Japan),特内鲁克大冒险
Torneko no Daibouken - Fushigi no Dungeon (Japan) (Rev 1),特内鲁克大冒险
Total Carnage (Europe),绝地大屠杀
Total Carnage (USA),绝地大屠杀
Tottemo! Lucky Man - Lucky Cookie Roulette de Totsugekii (Japan),幸运超人
Touge Densetsu - Saisoku Battle (Japan),最速传说
Tower Dream (Japan),梦幻之塔
"Toy Story (Europe) (En,Fr,De)",玩具总动员
Toy Story (Japan),玩具总动员
Toy Story (USA),玩具总动员
Toys - Let the Toy Wars begin! (Europe),玩具大作战
Toys - Let the Toy Wars begin! (USA),玩具大作战
Traverse - Starlight & Prairie (Japan),飞跃星光草原
Treasure Hunter G (Japan),财宝猎人G
Treasure Hunter G (Japan) (Virtual Console),财宝猎人G
Trials of Mana (World) (Collection of Mana),圣剑传说
Trials of Mana (World) (Es) (Collection of Mana),圣剑传说
Trials of Mana (World) (Fr) (Collection of Mana),圣剑传说
Trials of Mana (World) (De) (Collection of Mana),圣剑传说
Trials of Mana (World) (Rev 1) (Collection of Mana),圣剑传说
Trials of Mana (World) (Fr) (Rev 1) (Collection of Mana),圣剑传说
Trials of Mana (World) (De) (Rev 1) (Collection of Mana),圣剑传说
Trials of Mana (World) (Es) (Rev 1) (Collection of Mana),圣剑传说
Trinea (Japan),三星幻界
Troddlers (Europe),所罗门之星
Troddlers (USA),所罗门之星
Troy Aikman NFL Football (Europe),特洛伊NFL美式足球
Troy Aikman NFL Football (USA),特洛伊NFL美式足球
True Golf Classics - Pebble Beach Golf Links (Europe),真实高尔夫经典-圆石滩高尔夫球场
True Golf Classics - Pebble Beach Golf Links (USA),真实高尔夫经典-圆石滩高尔夫球场
True Golf Classics - Waialae Country Club (USA),真实高尔夫经典-怀阿莱乡村俱乐部
True Golf Classics - Wicked 18 (USA),真实高尔夫经典-威克德18
True Lies (Europe),真实的谎言
True Lies (Germany) (En),真实的谎言
True Lies (Japan) (En),真实的谎言
True Lies (USA),真实的谎言
Trump Island (Japan),流浪之岛
Tsukikomori (Japan),晦
Tsukikomori (Japan) (Rev 1) (NP),晦
Tsuppari Oozumou - Risshinshusse Hen (Japan),大相扑-立身出世篇
Tsuri Tarou (Japan),钓鱼太郎
Tsuyoshi Shikkari Shinasai - Taisen Puzzle Dama (Japan),巴掌方块大战
Tuff E Nuff (Europe),死亡烈斗
Tuff E Nuff (USA),死亡烈斗
Turbo Toons (Europe),动物大赛跑
Turf Hero (Japan),赛马英雄
Turf Memories (Japan),赛马回忆
Turn and Burn - No-Fly Zone (Europe),爆燃战机
Turn and Burn - No-Fly Zone (Spain),爆燃战机
Turn and Burn - No-Fly Zone (USA),爆燃战机
TwinBee - Rainbow Bell Adventure (Japan),兵蜂-彩虹铃铛大冒险
"Twisted Tales of Spike McFang, The (USA)",史派克大冒险
U.F.O. Kamen Yakisoban - Kettler no Kuroi Inbou (Japan),幽浮假面战士
U.F.O. Kamen Yakisoban - Kettler no Kuroi Inbou (Japan) (Keihin Ban),幽浮假面战士
U.N. Squadron (Europe),战区88
U.N. Squadron (USA),战区88
